"TALLER","CODIGO INTERNO","NOMBRE DE PRODUCTO","1 TAB","2 TIPO","3 ZONA","AREA","SUBAREA","LINK DE MANUAL","LINK DE VIDEO"
"Industria Alimentaria","MAT-456","Tazón Bowl N° 24","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-155","Espátula de goma","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-261","Poza de Lavado y Desinfección","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-202","Lavamano de acero Inoxidable","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-110","Autoclave 18 Litros (Esterilización)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","","Pelador De Piña Acero Inoxidable Cortador Rebanador Frutas","Bien","","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-252","Peladora de frutas y hortalizas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-171","Freidora de dos bandejas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","ESP-282-Y","Multiprocesador alimentos robov","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-169","Exprimidor manual de jugos melaza","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","COM-167","Exprimidor de citricos de 4 tambores","Bien","EQUIPOS","ZONA DE INNOVACIÓN","FRUTAS Y HORTALIZAS","","",""
"Industria Alimentaria","MAT-500","Videos Tutoriales del Uso de las maquinarias de procesamiento de frutas y hortalizas grabados en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-44","Manual de uso por cada equipo de procesamiento de frutas y Hortalizas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-45","Manual de mantenimiento por cada equipo e procesamiento de frutas y Hortalizas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-46","Manual pedagógico para desarrollar habilidades tecnica para realizar procesamiento de frutas y Hortalizas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-143","Kit de Cucharas N° 3 y N°4","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-399","Pala para queso","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-106","Agitador para Yogurt","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-232","Liras de corte de queso","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-239","Kit de Moldes para Mantequilla con Grabados decorativos","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-240","Kit de Moldes para queso con grabados decorativos","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-393","Olla 5 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-392","Olla 10 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-136","Coladeras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-190","Jarra de Plástico de 2 litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-111","Balde de Plástico 5 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-265","Prensa para queso manual acero inoxidable","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-113","Batidora multifuncional","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-107","Balanza 40Kg","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-106","Balanza 3Kg","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-254","Ph metro Para Alimentos Líquidos","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-297","Termómetro digital","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-288","Pasteurización doméstico 15 litros","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-322","Refrigeradora (Capacidad 187L)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-133-Y","Conservadora / Congeladora puerta Vidrio vertical 55 Lt Dual","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-192","Incubadora para Yogurt","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-202","Lavamano de acero Inoxidable","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","COM-145","Descremadora Manual","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-368","Tina quesera a gas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","ESP-230","Máquina de Helados con Temporizador","Bien","EQUIPOS","ZONA DE INNOVACIÓN","LACTEOS","","",""
"Industria Alimentaria","MAT-501","Videos Tutoriales del Uso de las maquinarias de procesamiento de Lacteos y sus derivados grabados en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-47","Manual de uso por cada equipo de procesamiento de lacteos y sus derivados","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-48","Manual de mantenimiento por cada equipo de procesamiento de lacteos y sus derivados","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-49","Manual pedagógico para desarrollar habilidades tecnica para realizar procesamiento de lacteos y sus derivados","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","ESP-185-Y","Horno Pastelero","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","ESP-112","Batidora Amasadora Mezcladora 5 Lt","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-110-Y","Balanza Digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-156","Espátula de silicona","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-125-Y","Brocha de silicona","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-192","Juego de boquillas decorativas+ Mangas","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-238-Y","Juego de Moldes de cake","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-236-X","Juego de Moldes con cono","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-285-Y","Rodillo acero, madera, silicona","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-196","Juego de coladeras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-105","Bailarina Metálica","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-142-Y","Juego de Cucharas medidoras","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-198-Y","Juego de Cortadores","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-120","Batidor Manual","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-455","Tazón Bowl N° 20","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-456","Tazón Bowl N° 24","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-201","Cuchillo para pasteleria","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","ESP-282-Y","Multiprocesador alimentos robov","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-190","Jarra de Plástico de 2 litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-295","Taza Cernidora De Harina Acero Inoxidable Pastelería","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","ESP-126-Y","Cocina Semi Industrial a gas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-393","Olla 5 Litros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","ESP-149","Divisora de pan","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-114","Bandeja baguetera","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-115","Bandeja lisa","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-116","Bandeja perforada","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","COM-202","Lavamano de acero Inoxidable","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-502","Videos Tutoriales del Uso de las maquinarias de procesamiento de panaderia y pasteleria grabados en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-53","Manual de uso por cada equipo de procesamiento de Panaderia y Pasteleria","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-54","Manual de mantenimiento por cada equipo de procesamiento de Panaderia y Pasteleria","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-55","Manual pedagógico para desarrollar habilidades tecnica para realizar procesamiento de panaderia y pasteleria","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","ESP-156","Equipo despedregadora","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-277","Molino pasta de cacao","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-186","Horno tostador","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-334","Secador de cámara vertical","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-337","Seleccionadora de zaranda","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-275","Molino Eléctrico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","COM-159","Escarificadora (desaponificadora) de Quinua","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","COM-144","Descascarillador","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","COM-263","Prensa Hidráulica Manual","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","COM-110-Y","Balanza Digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-338","Selladora al vacío","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","ESP-339","Selladora de bolsas plásticas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","COM-202","Lavamano de acero Inoxidable","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","GRANOS","","",""
"Industria Alimentaria","MAT-499","Videos Tutoriales del Uso de las maquinarias de procesamiento de cacao,café, quinua y otros","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-50","Manual de uso por cada equipo de procesamiento de cacao,café, quinua y otros","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-51","Manual de mantenimiento por cada equipo de procesamiento de cacao,café, quinua y otros","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","KEFF-52","Manual pedagógico para desarrollar habilidades tecnica para realizar procesamiento de cacao,café, quinua y otros","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Industria Alimentaria","COM-225","Medidor de Cloro Residual","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-154-Y","Escobillón","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-188-Y","Jalador","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-150-Y","Dispensador de alcohol en gel","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-181-Y","Guardapolvo","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-177-X","Guantes de Silicona (Manoplas para Ollas y Hornos)","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-178-Y","Guantes Multiuso Antibacterial","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-153","Escobilla","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-169","Gorros protectores para el cabello","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-386-Y","Mascarilla","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-122","Par de Botas de Jebe","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-165","Funda protectora impermeable","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MOB-124","Mesa de apoyo","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-161","Extintor CO2","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-163-X","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","PANADERÍA","","",""
"Industria Alimentaria","MAT-123-X","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","MAT-164-X","Fichas para el aprendizaje de la señalética y símbolos de seguridad para el taller","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","","","",""
"Industria Alimentaria","CAPA-ALI","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Industria Alimentaria","USB-ALI","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Industria Alimentaria","MOB-102","Anaquel de metal (1.20 X 0.40 X 1.80 mt.)","Bien","MOBILIARIO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Industria Alimentaria","MAT-138-Y","Contenedor de basura 50 lt","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Electricidad","TEC-107-X","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-102-Y","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-117","Tablet","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-01","Manual de uso por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-02","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-03","Manual pedagógico para identificar necesidades y problemas utilizando los equpos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-104","COMPUTADORA DE ESCRITORIO - TODO EN UNO","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-140","Mesa Discapacitado","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-126","Mesa de Computadora para estudiante (1000 x 600 x 760 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-111-Y","Impresora Multifuncional","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-152","Mueble bajo (1000 x 600 x 900 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-114","Pizarra (pantalla) táctil interactiva multi-touch","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","","Cámara de Documentos","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","TEC-108","Equipo de sonido","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-114-Y","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-168","Silla para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","COM-204","Lienzo magnético para aplicar metodologías de diseño","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MAT-481","Videos didácticos cortos de la metodología y técnicas relacionadas con la creación de propuestas de valor","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-187-Y","Impresora 3D","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","COM-206","Lienzo magnético para diseñar modelos de negocios","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","COM-205","Lienzo magnético para diseñar flujogramas de la producción (DOP y DAP)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-04","Manual de uso por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-05","Manual de mantenimiento por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","KEFF-06","Manual pedagógico para diseñar la propuesta de valor utilizando los equipos","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-201","Kit de Entrenamiento en la Generación de Electricidad con Energía Renovable Fotovoltaico y Eólico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GENERACIÓN DE ENERGÍA Y AUTOMATIZACIÓN","","",""
"Electricidad","ESP-198","Kit de electricidad para el aprendizaje de electricidad básica (electromagnetismo, circuitos eléctricos, motor eléctrico)","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ELECTRICIDAD DOMICILIARIA","","",""
"Electricidad","MAT-483","Videos instructivos para desarrollar proyectos sencillos sobre generación de energía eléctrica hidráulica, solar fotovoltaico, eólico, geotérmico, biomasa, grabado en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-281-Y","Multímetro digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-366","Telurómetro digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-290-X","Pinza Amperimétrica","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-252","Medidor de energía activa monofásico y trifásico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-253","Megómetro Digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-287-Y","Osciloscopio digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-380","Vatímetro digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-176-X","Fuente de alimentación","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","MAT-479","Videos cortos instructivos para su uso, por cada instrumento de medición","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","HER-101-X","Alicate de corte","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","HER-104-X","Alicate de punta curva","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","HER-109-X","Alicate Universal","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","HER-106-X","Alicate Pelacable","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","HER-141-X","Juego de destornilladores (8 destornilladores)","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","COM-178","Guía pasacables","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-362","Taladro portátil inalámbrico con set de brocas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-148-X","Destornillador inalámbrico","Bien","EQUIPOS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","COM-125","Calibrador de conductores eléctricos AWG","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","HER-122","Cuchilla de electricista","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","COM-305","Wincha de 5 metros","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","","","",""
"Electricidad","ESP-164","Estación móvil para entrenamiento de instalaciones eléctricas domiciliarias","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ELECTRICIDAD DOMICILIARIA","","",""
"Electricidad","MAT-449","Software Simulador de instalaciones eléctricas domiciliarias en español (Software Libre)","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","ESP-203","Kit de estaciones de entrenamiento de instalaciones de sistemas de seguridad","Bien","EQUIPOS","ZONA DE INNOVACIÓN","GENERACIÓN DE ENERGÍA Y AUTOMATIZACIÓN","","",""
"Electricidad","MAT-507","Videos tutoriales del uso de los entrenadores de las instalaciones eléctricas domiciliarias, grabadas en USB","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electricidad","MOB-115","Escritorio rodable docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","GENERACIÓN DE ENERGÍA Y AUTOMATIZACIÓN","","",""
"Electricidad","MOB-170","Silla rodable docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","GENERACIÓN DE ENERGÍA Y AUTOMATIZACIÓN","","",""
"Electricidad","MOB-105-Y","Armario de Metal (1.00 X 0.40 X 1.80m.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","","","",""
"Electricidad","COM-129","Carritos para transporte de equipos","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","","","",""
